F1,F2,F3,F4,F5,F6,F7,CLASS
0.0770343798037,0.401775787,0.866536204,0.11165773,0.117867754,0.201947417,0,1
0.0567938024488,0.403821227,0.865852474,0.032124448,0.266321977,0.218203074,0,0
0.057957826,0.400201814,0.819702688,0.276966849,0.171988335,0.101581507,0,1
0.00189865249643,0.40712515,1,0.23819513,0.0930345498674,0.343190238,0,0
0.0492036713345,0.440937785,0.731000703,0.330057503,0.232259338,0.345981973,0.7737,0
0.0517414745396,0.409167488,0.88094879,0.0424400600567,0.175293951,0.163229001,0,0
0.97744956,0.496428426,0.135430315,0.768024625,0.089923453,0.363426006,0,0
0.530979061,0.521507451,0.0503241323206,0.375488699,0,0.369812822,0,0
0.614162403,0.511572635,0.0938218173079,0.279779506,0.124099047,0.243591982,0,0
0.569176036,0.51641333,0.082851277,0.322992337,0.0489287931326,0.307436704,0,0
0.565446115,0.518066567,0.0555185252929,0.335064563,0.0142923932055,0.351155391,0,0
0.499235347,0.524445689,0.072791186,0.438909509,0.00543670493443,0.34381574,0,0
0.62695007,0.506828367,0.119582933,0.267109994,0.173035686,0.190159244,0,0
0.384644393,0.500518945,0.204170293,0.360410687,0.0765640175148,0.228098089,0,0
0.489500512,0.524088965,0.0896209875559,0.433157715,0.0119965873358,0.327356587,0,0
0.586798881,0.516288854,0.0445152838479,0.314515227,0.0427010975085,0.337858175,0,0
0.39197899,0.523249443,0.158430053,0.534211827,0.0517587498463,0.262098458,0,0
0.671523674,0.502467895,0.125843335,0.245564887,0.225785293,0.14676447,0,0
0.690544039,0.503871384,0.0959380986855,0.235429169,0.259661647,0.138809087,0,0
0.541634315,0.507065154,0.145766407,0.300298651,0.111057038,0.226111876,0,0
0.663593192,0.50580063,0,0.248023549,0.236537393,0.24424454,0,0
0.697442677,0.50376314,0.0605338098206,0.228191382,0.262588415,0.164401882,0,0
0.0263504270562,0.551081419,0.331953579,0.116311333,0.699670572,0.320913013,0.7774,1
0.0802048731445,0.600326519,0.236583266,0.183276975,0.402261128,0.614506102,1,1
0.00134193549311,0.606633703,0.248315693,0,0.998298003,0.359491644,0,0
0.0993546451538,0.553829199,0.263601714,0.496654181,0.406459612,0.864317954,0.9071,1
0.103229203,0.53497213,0.325793577,0.535519062,0.407304683,0.303999677,0.6664,1
0.0530626738685,0.518951952,0.355044063,0.116122017,0.887769168,0.372590142,0,0
0.0209565588041,0.586950894,0.263086828,0.0794641057998,0.903090401,0.456527311,0,0
0.0698991508328,0.561977985,0.326329364,0.396938254,0.411761256,0.981619343,0.7865,1
0.0691850517179,0.549810476,0.324361404,0.447843266,0.357553382,0.391624086,1,1
0.0397056234099,0.542922623,0.306891814,0.170837223,0.709170575,0.599739142,0.888,1
0.0373627315668,0.551985797,0.323993859,0.102730131,0.694949397,0.306427889,1,1
0.0237348282309,0.52173307,0.396478311,0.138564235,0.684258306,0.372737379,1,1
0.00201237619737,0.561331932,0.307812035,0.0513828468352,1,0.387288645,0,0
0,0.585986485,0.269409666,0.0567421278565,0.976396028,0.394962161,0,1
0.08589802,0.570440713,0.268387387,0.451168829,0.477269123,0.942403409,0,0
0.0338768422296,0.516999178,0.375581097,0.171678452,0.616253598,0.60718862,0,0
0.0696271732974,0.54844451,0.324482042,0.45718647,0.355284063,0.379321211,1,1
0.0759787685752,0.601131973,0.228909231,0.155949028,0.438260548,0.664549966,0,0
0.0208972455154,0.501874595,0.387102713,0.106947915,0.903479668,0.354513803,0,0
0.0638008932391,0.447236571,0.608400109,0.0334467428784,0.685607869,0.736179764,0,0
0.496295023,0.525981654,0.266984968,1,0.159079224,0.251320174,0,0
0.713749741,0.488690422,0.202603457,0.618135566,0.172597981,0.619749381,0,0
0.958837593,0.494323318,0.148385538,0.744617883,0.101867123,0.326950832,0,0
0.930409473,0.519176789,0.131013875,0.744015568,0.146964194,0.278459802,0,0
0.884228761,0.493042557,0.159687838,0.71280996,0.126430891,0.289950436,0,0
0.945940924,0.514189595,0.13208716,0.716212013,0.115312428,0.299154843,0,0
0.934925655,0.519608745,0.127657285,0.742945307,0.153191252,0.275293204,0,0
0.76319811,0.496404314,0.142089415,0.744865368,0.0906385268567,0.300171348,0,0
0.762895796,0.492115656,0.173472464,0.641025819,0.125754433,0.31362617,0,0
0.940377186,0.495936242,0.134448611,0.775430429,0.0912595875871,0.373225198,0,0
0.817016443,0.493546557,0.159932296,0.701665863,0.122909721,0.269197388,0,0
0.820046599,0.490690762,0.173144426,0.66248002,0.138609319,0.29262695,0,0
0.959088043,0.508449234,0.135288543,0.689221329,0.0774084468022,0.311815822,0,0
0.987199801,0.499869697,0.107158696,0.771126636,0.0609712600729,0.446734272,0,0
0.855840709,0.491447202,0.177168812,0.644995759,0.139200546,0.305634767,0,0
0.931497387,0.502184297,0.159202875,0.6411275,0.0631101880512,0.35023017,0,0
0.977180897,0.496428852,0.135092449,0.76883744,0.0899559248426,0.36452697,0,0
0.977166334,0.49642743,0.135120021,0.768818975,0.089979202,0.364444238,0,0
0.975297339,0.500219191,0.0956017210526,0.776202117,0.0579118726347,0.481949694,0,0
0.753159775,0.485833584,0.20052751,0.619970068,0.169263279,0.594778651,0,0
0.646137956,0.494977727,0.203068943,0.627974742,0.154587608,0.633236905,0,0
0.931619563,0.517841735,0.13368124,0.737460507,0.134672487,0.288976499,0,0
0.964677317,0.510961892,0.127004193,0.693043741,0.0964707171094,0.30457548,0,0
0.998723278,0.504763128,0.105069071,0.659739455,0.0751499511825,0.345670081,0,0
0.991456587,0.499881678,0.113243093,0.761508811,0.0636003151675,0.429127861,0,0
0.987324762,0.497215158,0.134787951,0.743765115,0.0809307881408,0.363906199,0,0
0.972601512,0.497808282,0.112544049,0.784296345,0.0639533142553,0.43407003,0,0
0.969826603,0.495548024,0.147424645,0.74219551,0.0962990550363,0.33016804,0,0
0.973296241,0.496188554,0.14861717,0.716305049,0.0899330003885,0.328747732,0,0
0.96817366,0.496969989,0.121975331,0.78400727,0.0751927533243,0.409088411,0,0
0.950351311,0.49500578,0.142237471,0.760864829,0.0993538689573,0.345095147,0,0
0.948059284,0.494046119,0.152629767,0.732330841,0.106545861,0.31564445,0,0
0.986198069,0.497422981,0.124582329,0.767649207,0.0753302612794,0.3948842,0,0
0.917286365,0.493352548,0.163426955,0.699041406,0.117931073,0.295177003,0,0
0.870939829,0.492700549,0.169946482,0.670982106,0.13366344,0.289701892,0,0
0.912034703,0.494304273,0.143951147,0.760855828,0.105396684,0.334915559,0,0
0.884828956,0.493147111,0.158449648,0.71783398,0.125460023,0.291341302,0,0
0.865425997,0.493498664,0.151202304,0.746565746,0.122195214,0.297030578,0,0
0.826402655,0.491926974,0.171954416,0.666299743,0.138102945,0.288740987,0,0
0.81808482,0.494061178,0.152387293,0.726628719,0.114551993,0.276101087,0,0
0.800260932,0.489396761,0.175350952,0.652887694,0.137749683,0.30583199,0,0
0.786700099,0.493714676,0.166982963,0.668205715,0.123394045,0.278216777,0,0
0.772425985,0.496135767,0.146195225,0.734205558,0.0968771732541,0.286934765,0,0
0.765701616,0.495345031,0.162594524,0.67524546,0.113573131,0.283933463,0,0
0.754867564,0.493136929,0.171440741,0.647437519,0.121202604,0.319375094,0,0
0.967430389,0.501472,0.14397911,0.648436102,0.0640626251618,0.366588753,0,0
0.748556503,0.490380782,0.186148086,0.627490135,0.146307048,0.486724867,0,0
0.732026039,0.495810617,0.166844353,0.658484691,0.114223466,0.38820994,0,0
0.72203485,0.493300453,0.177290993,0.639438376,0.131258359,0.520006698,0,0
0.716034274,0.491559805,0.18816755,0.628608238,0.151383328,0.579523851,0,0
0.701117923,0.494988803,0.176304805,0.639144064,0.129795432,0.57244634,0,0
0.807198288,0.487849269,0.182606182,0.640790231,0.148540601,0.355514083,0,0
1,0.502062054,0.103920268,0.692761242,0.0622307104375,0.366274087,0,0
0.939847852,0.512920697,0.139525659,0.720848765,0.099699969,0.301457586,0,0
0.900221631,0.49247371,0.17161072,0.674894777,0.11979022,0.2936133,0,0
0.820376428,0.49441488,0.138517124,0.765262089,0.0950601689424,0.320132989,0,0
0.860205087,0.495286433,0.128828247,0.785373935,0.0832385291791,0.384065935,0,0
0.741752376,0.492845479,0.176883137,0.639473364,0.129732964,0.401466612,0,0
0.781539697,0.489764551,0.178927978,0.63934185,0.138846169,0.342206344,0,0
0.966673757,0.495450926,0.14725857,0.746574449,0.0984715579103,0.330306122,0,0
0.654019905,0.494521999,0.202598328,0.627327414,0.155554128,0.631146376,0,0
0.970096976,0.513339695,0.113737383,0.68681447,0.136970806,0.297769746,0,0
0.787717453,0.495378463,0.154975599,0.709095806,0.109979096,0.270316412,0,0
0.941821861,0.494075659,0.163365819,0.687132529,0.101109289,0.300993803,0,0
0.99041522,0.498254448,0.118506645,0.764955395,0.0681231702556,0.410878215,0,0
0.995347037,0.50148702,0.0975747023498,0.734730393,0.0604996927014,0.469736764,0,0
0.899789499,0.521924898,0.145381889,0.781248653,0.145655483,0.275348353,0,0
0.937958469,0.514628226,0.136378923,0.725506614,0.113789333,0.297920503,0,0
0.789647822,0.49531072,0.154612858,0.710814351,0.109964599,0.270017975,0,0
0.988162088,0.499810695,0.131944457,0.713573212,0.068816599,0.380699048,0,0
0.942945783,0.495950806,0.129737398,0.781355241,0.0849142627756,0.390096916,0,0
0.822388081,0.489489499,0.188084464,0.632441815,0.14972025,0.380850293,0,0
0.748634147,0.486369587,0.198770866,0.618616096,0.168934251,0.588474124,0,0
0.859125464,0.493017483,0.185889176,0.65077147,0.10483019,0.307709751,0,0
0.85129492,0.525806809,0.163263644,0.838460708,0.152997822,0.267831838,0,0
0.852592381,0.493320443,0.163972923,0.69463975,0.13257676,0.279511901,0,0
0.98780187,0.50666686,0.115365145,0.666485406,0.0783834678263,0.32576444,0,0
0.957924869,0.508343087,0.135986823,0.689199725,0.0767459531879,0.311688801,0,0
0.659983638,0.557001975,0.210467001,1,0.170422106,0.186863029,0,0
0.594807952,0.53128982,0.239723829,1,0.19432769,0.250731562,0,0
0.542870798,0.501275088,0.221069767,0.632483957,0.167921729,0.664106753,0,0
0.164625444,0.517892288,0.300389898,0.52539676,0.39048537,0.641169215,0,0
0.967886574,0.511923317,0.120602179,0.689196935,0.113726962,0.305628898,0,0
0.919699642,0.493831298,0.148710357,0.747484879,0.110078705,0.320978581,0,0
0.76556761,0.491060783,0.177266006,0.636064995,0.132305678,0.334081081,0,0
0.790256271,0.495372549,0.142005732,0.749808692,0.0940611593199,0.297113707,0,0
0.833984499,0.492500862,0.159581382,0.707420946,0.1264917,0.273830911,0,0
0.965804403,0.49596855,0.142072762,0.761395138,0.0971121418894,0.344494464,0,0
0.903679001,0.496954385,0.10997355,0.797801097,0.0565770754925,0.450324313,0,0
0.98071775,0.508792389,0.118806541,0.674489554,0.0863172912326,0.320233718,0,0
0.813706661,0.49116025,0.175344402,0.656239734,0.140311192,0.30266829,0,0
0.934238955,0.520709401,0.12662834,0.749328037,0.159627838,0.272904369,0,0
0.869669576,0.530300229,0.15241331,0.837901347,0.174450178,0.256831703,0,0
0.869669576,0.530300229,0.15241331,0.837901347,0.174450178,0.256831703,0,0
0.0967886916234,0.516497246,0.32156233,0.531794185,0.574039937,0.53443651,1,1
0.108967474,0.485219562,0.5207378,0.524325235,0.250178158,0.852587028,1,1
0.0883023667296,0.523527473,0.322144517,0.531509309,0.621346848,0.52345156,0.6975,1
0.0782411378412,0.544021669,0.325467078,0.516923703,0.40578287,0.331760629,1,1
0.104205888,0.515806098,0.323003051,0.538207992,0.533306305,0.545803081,0.8375,0
0.116831826,0.48234033,0.523896728,0.522493894,0.253717518,0.861259886,1,1
0.176062849,0.5291741,0.259389938,0.542573605,0.302267488,0.685342448,0,1
0.134052965,0.495284637,0.459002293,0.53486368,0.100993456,0.67053584,0,0
0.0688841475496,0.563278064,0.325955109,0.354913268,0.445307021,1,0.7133,1
0.0630242615583,0.491594342,0.424015804,0.394508755,0.412518057,0.98059509,0.8347,1
0.0549651424108,0.490868518,0.461751944,0.342226175,0.544309306,0.917875025,0.8227,1
0.106682074,0.513185492,0.322896215,0.535467755,0.509733213,0.61022398,0.8963,1
0.0952355592461,0.503079156,0.336716363,0.526212705,0.284793334,0.805860623,0.702,0
0.0711513474249,0.494231239,0.395347034,0.449584111,0.322865828,0.706084242,0,0
0.0682169848395,0.536204594,0.323421252,0.425134563,0.502868904,0.34134385,0.9231,1
0.122451031,0.519026668,0.324881585,0.537005927,0.477681322,0.694773055,0.6364,1
0.0643591967328,0.543214662,0.324066065,0.363451869,0.49623065,0.307283009,0,1
0.048139205,0.513632011,0.3566627,0.241802138,0.510087535,0.399614324,0,1
0.103326233,0.557494811,0.259558736,0.506423451,0.379975515,0.824301174,0.8865,1
0.80943673,0.48782718,0.182346864,0.641291174,0.148329802,0.351472976,0,0
0.740781927,0.492909198,0.176861542,0.63955161,0.129726016,0.407933895,0,0
0.722521639,0.489571442,0.196411515,0.621539365,0.162920234,0.59603726,0,0
0.455199397,0.461951214,0.489724831,0.542845833,0.0991928396895,0.120669475,0,0
0.376333696,0.47877223,0.474265073,0.507745427,0.00484619135802,0.169852304,0,0
0.386533112,0.476816535,0.386621622,0.536988573,0.0809158921766,0.0989366260359,0,0
0.449066596,0.462991213,0.453039569,0.550538885,0.0722983818389,0.125090478,0,1
0.451665978,0.462655193,0.46215991,0.547659129,0.0775118920603,0.124043517,0,0
0.45257955,0.462335834,0.480667442,0.54674741,0.0908685673971,0.121395532,0,0
0.436183904,0.463368578,0.497346858,0.547062166,0.0761468426456,0.151462693,0,0
0.455809111,0.461870378,0.49175102,0.542029132,0.0996885005518,0.121020343,0,0
0.459112284,0.462408793,0.441263413,0.533685376,0.0625553133867,0.122778284,0,0
0.445337326,0.462825505,0.481205811,0.550492174,0.0820427112631,0.129867025,0,0
0.448213773,0.462308565,0.492621103,0.547517452,0.0973887475375,0.123764721,0,0
0.431904109,0.4629281,0.536077485,0.538771511,0.0326098142475,0.150748615,0,0
0.441893958,0.463157621,0.482644258,0.551198209,0.0794059967562,0.125029873,0,0
0.444593766,0.462511169,0.496256887,0.548621252,0.0924960866062,0.168353978,0,0
0.435890647,0.462847277,0.514437038,0.544819866,0.0706934580095,0.152259974,0,0
0.446406564,0.460803974,0.528743366,0.542197392,0.0903995584763,0.181410672,0,0
0.429613632,0.462848017,0.554464084,0.535246539,0.0275166193863,0.157119546,0,0
0.455645912,0.462147251,0.473374667,0.542477691,0.0844242520694,0.122348665,0,0
0.446627097,0.462163273,0.503722972,0.546881348,0.0987918090048,0.165401249,0,0
0.438007792,0.463171123,0.494176957,0.548385559,0.0809666585874,0.156488271,0,0
0.455091144,0.462542311,0.450268505,0.543482702,0.071223566,0.121340551,0,0
0.43820971,0.462740632,0.508307517,0.547053804,0.0823780937642,0.156972084,0,0
0.439212728,0.462262882,0.519864047,0.546600584,0.0857200299342,0.167988143,0,0
0.432396072,0.463427421,0.503660704,0.543936204,0.060197549,0.147051572,0,0
0.433146033,0.463095151,0.520277164,0.543193682,0.0525263961521,0.153605668,0,0
0.433860715,0.462630166,0.529993989,0.543241758,0.0564714817385,0.158401863,0,0
0.431460946,0.463348948,0.524145564,0.540100304,0.0362330342181,0.147102432,0,0
0.429545504,0.464144864,0.501001562,0.540660971,0.0478903264609,0.131751878,0,0
0.241524107,0.487032892,0.462566829,0.511421672,0.0106309683653,0.252975263,0,0
0.447850324,0.462505148,0.482395187,0.549038586,0.0881143100847,0.125158327,0,0
0.29257833,0.484696881,0.453845744,0.510809162,0.0037709558152,0.205898564,0,0
0.185033366,0.489374767,0.512580677,0.517693803,0.0774731075055,0.534942815,0,0
0.319682477,0.483179549,0.441424863,0.512401374,0.0113557748399,0.170454665,0,0
0.434434096,0.468599952,0.39594403,0.54986478,0.0582801049879,0.130600084,0,0
0.38900721,0.475817026,0.415219404,0.534705458,0.0769931537244,0.0913065419719,0,0
0.394965572,0.475488304,0.393630218,0.541709287,0.0863805806727,0.0915170224251,0,1
0.399318618,0.472402867,0.435950941,0.535007952,0.0739125909654,0.0868506901909,0,0
0.344419456,0.481607006,0.456051722,0.507294387,0.00518120113095,0.171954676,0,0
0.3378008,0.482203846,0.402027025,0.51635938,0.0582395316053,0.117156684,0,0
0.367053261,0.479173353,0.394228285,0.526505343,0.0725444514907,0.101354562,0,0
0.389927566,0.47575898,0.407519257,0.537527565,0.0792543479084,0.0923266640239,0,0
0.438921287,0.463384872,0.485315579,0.550117302,0.0775206999423,0.12094149,0,0
0.378662757,0.478074629,0.453918083,0.512235062,0.0555946149703,0.103027157,0,0
0.234639663,0.488539741,0.432825788,0.545520551,0.00255239767543,0.231820299,0,0
0.34702901,0.481948998,0.492522989,0.502291956,0.0220495319893,0.252721445,0,0
0.384186247,0.476087033,0.473838707,0.508771381,0.00995385063313,0.159494683,0,0
0.390065663,0.475340356,0.463904916,0.513566422,0.0396613499505,0.11419788,0,0
0.269761433,0.485634559,0.487823318,0.506346409,0.0411851423886,0.302415416,0,0
0.406736738,0.47131959,0.446477846,0.538150041,0.0711327899724,0.0915954049846,0,0
0.369037518,0.477028144,0.484330259,0.50500491,0.00247301737127,0.195165129,0,0
0.379763385,0.476316709,0.47736605,0.507585073,0.00337792230686,0.171875404,0,0
0.373768088,0.477946286,0.437267801,0.5173091,0.0661542399538,0.0918719054024,0,0
0.355110287,0.480905653,0.473160597,0.5058651,0.00301551117692,0.18706204,0,0
0.347954913,0.48149852,0.463542499,0.505569807,0.00395880330993,0.17767925,0,0
0.372662626,0.479859788,0.462648843,0.507412524,0.0183443601523,0.147796226,0,0
0.463541451,0.462245461,0.432520474,0.514350144,0.0476335148952,0.13099195,0,0
0.391675216,0.474388936,0.4582211,0.51827232,0.0564373884478,0.0900768127029,0,0
0.390636337,0.474228722,0.431816544,0.529796127,0.0736177161863,0.0849755381247,0,0
0.380310979,0.476911332,0.418244481,0.527842488,0.0737238744572,0.0911736268051,0,0
0.396599117,0.472906431,0.441922601,0.531617829,0.0719058886811,0.0811305342193,0,0
0.389877556,0.474345576,0.425986612,0.531670794,0.0748503852421,0.0870914341165,0,0
0.342549083,0.481814683,0.479986299,0.503971699,0.00333073164934,0.21217738,0,0
0.301379881,0.484235388,0.444945451,0.514081948,0.00455874713034,0.190459652,0,0
0.371366696,0.478498787,0.406852698,0.525906116,0.0724964965578,0.0961564695881,0,0
0.39482695,0.473944319,0.406883023,0.541006516,0.0809749525992,0.0946056818453,0,1
0.385479436,0.474953967,0.438504889,0.523560256,0.0701246639092,0.0819530823381,0,0
0.387357855,0.474606995,0.45034406,0.518535605,0.0639158032185,0.0845097984287,0,0
0.358358697,0.480209371,0.43900689,0.512078706,0.0554573986574,0.109768669,0,0
0.382877395,0.478449376,0.465235625,0.510208226,0.0232555716246,0.138208047,0,0
0.405769704,0.472880214,0.476654931,0.519055956,0.0352869748779,0.107153854,0,0
0.124070195,0.500432999,0.333082912,0.722207254,0.041249835,0.832339462,0,0
0.353615248,0.48094315,0.449546283,0.509578248,0.0271986921741,0.139721143,0,0
0.358338373,0.480695349,0.487516184,0.503409892,0.00393527037676,0.217742057,0,0
0.395263521,0.472997851,0.435796094,0.531795501,0.0734290402982,0.0855835181157,0,0
0.355436111,0.480300946,0.404309002,0.519426557,0.0664347874504,0.104049109,0,0
0.381821861,0.476937645,0.400944109,0.533345358,0.0769304067943,0.0966302969558,0,0
0.335876647,0.48216641,0.46938454,0.503551088,0.00326861865031,0.197042568,0,0
0.334682405,0.482163457,0.456867742,0.507120678,0.00469571319245,0.179116156,0,0
0.376782071,0.478159075,0.391349985,0.532128598,0.0758141124327,0.100138122,0,0
0.354213174,0.481526691,0.374706835,0.524534468,0.0709272542144,0.111727326,0,0
0.338330567,0.481893922,0.424814122,0.512678387,0.0468376205343,0.122832882,0,0
0.448201342,0.462787054,0.470619663,0.550314344,0.079928578,0.126679022,0,0
0.228906961,0.498495338,0.288947407,0.707842778,0.0787497395645,0.835833711,0.6865,0
0.425500636,0.462998387,0.571683259,0.53052309,0.039582768,0.164794578,1,0
0.431519737,0.462441609,0.545475396,0.539133173,0.0363897439731,0.16063603,0,1
0.459324882,0.461604159,0.490420751,0.535767733,0.090948558,0.128384631,0,0
0.442235414,0.462024285,0.516932018,0.546732223,0.0950376253406,0.17227042,0,0
